epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,27255.3,1.26643,0.6737,0.97385,0,0,0,0,0,0,0,0.004654,0.004654,0.004654
83,27586,1.26909,0.66915,0.97516,0,0,0,0,0,0,0,0.004588,0.004588,0.004588
84,27919.2,1.26294,0.66633,0.97099,0,0,0,0,0,0,0,0.004522,0.004522,0.004522
85,28255,1.26498,0.66455,0.9713,0,0,0,0,0,0,0,0.004456,0.004456,0.004456
86,28589.6,1.26158,0.66431,0.97226,0,0,0,0,0,0,0,0.00439,0.00439,0.00439
87,28923.7,1.25666,0.66115,0.97032,0,0,0,0,0,0,0,0.004324,0.004324,0.004324
88,29257.9,1.2441,0.65834,0.9646,0,0,0,0,0,0,0,0.004258,0.004258,0.004258
89,29590.1,1.24971,0.65982,0.96907,0,0,0,0,0,0,0,0.004192,0.004192,0.004192
90,29918.2,1.24064,0.65137,0.96643,0,0,0,0,0,0,0,0.004126,0.004126,0.004126
91,30244.4,1.24231,0.65567,0.9696,0,0,0,0,0,0,0,0.00406,0.00406,0.00406
92,30573.6,1.24276,0.6488,0.96654,0,0,0,0,0,0,0,0.003994,0.003994,0.003994
93,30911.9,1.2345,0.64678,0.9663,0,0,0,0,0,0,0,0.003928,0.003928,0.003928
94,31253.4,1.23347,0.65303,0.96525,0,0,0,0,0,0,0,0.003862,0.003862,0.003862
95,31602.4,1.224,0.6408,0.96037,0,0,0,0,0,0,0,0.003796,0.003796,0.003796
96,31950.9,1.21715,0.63687,0.95926,0,0,0,0,0,0,0,0.00373,0.00373,0.00373
97,32295.3,1.22036,0.63313,0.96126,0,0,0,0,0,0,0,0.003664,0.003664,0.003664
98,32643.7,1.2215,0.63587,0.96351,0,0,0,0,0,0,0,0.003598,0.003598,0.003598
99,32992.5,1.20899,0.63,0.95601,0,0,0,0,0,0,0,0.003532,0.003532,0.003532
100,33340.7,1.21355,0.62687,0.95841,0,0,0,0,0,0,0,0.003466,0.003466,0.003466
101,33696.6,1.20162,0.6256,0.95254,0,0,0,0,0,0,0,0.0034,0.0034,0.0034
102,34054.5,1.19035,0.62045,0.95176,0,0,0,0,0,0,0,0.003334,0.003334,0.003334
103,34409.4,1.19474,0.619,0.95485,0,0,0,0,0,0,0,0.003268,0.003268,0.003268
104,34752.4,1.19572,0.62098,0.95656,0,0,0,0,0,0,0,0.003202,0.003202,0.003202
105,35089.5,1.18982,0.61631,0.95242,0,0,0,0,0,0,0,0.003136,0.003136,0.003136
106,35431.4,1.18178,0.6093,0.95051,0,0,0,0,0,0,0,0.00307,0.00307,0.00307
107,35780,1.17849,0.61142,0.94913,0,0,0,0,0,0,0,0.003004,0.003004,0.003004
108,36129.1,1.17549,0.60707,0.94847,0,0,0,0,0,0,0,0.002938,0.002938,0.002938
109,36468.6,1.16976,0.60186,0.94745,0,0,0,0,0,0,0,0.002872,0.002872,0.002872
110,36804.7,1.17412,0.60109,0.94811,0,0,0,0,0,0,0,0.002806,0.002806,0.002806
111,37141.2,1.1689,0.60259,0.94824,0,0,0,0,0,0,0,0.00274,0.00274,0.00274
112,37480.7,1.16251,0.59667,0.94676,0,0,0,0,0,0,0,0.002674,0.002674,0.002674
113,37823,1.16174,0.60231,0.94692,0,0,0,0,0,0,0,0.002608,0.002608,0.002608
114,38163.6,1.15318,0.59072,0.94436,0,0,0,0,0,0,0,0.002542,0.002542,0.002542
115,38500.3,1.14406,0.58895,0.94115,0,0,0,0,0,0,0,0.002476,0.002476,0.002476
116,38843.6,1.1499,0.58955,0.93928,0,0,0,0,0,0,0,0.00241,0.00241,0.00241
117,39183.7,1.1409,0.58075,0.94142,0,0,0,0,0,0,0,0.002344,0.002344,0.002344
118,39520.7,1.14119,0.58551,0.93802,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
119,39868.9,1.13318,0.57587,0.9354,0,0,0,0,0,0,0,0.002212,0.002212,0.002212
120,40208.5,1.12945,0.57684,0.93681,0,0,0,0,0,0,0,0.002146,0.002146,0.002146
121,40552.3,1.12907,0.57264,0.93719,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
122,40898.8,1.1215,0.56961,0.93534,0,0,0,0,0,0,0,0.002014,0.002014,0.002014
123,41232.5,1.11314,0.56475,0.93387,0,0,0,0,0,0,0,0.001948,0.001948,0.001948
124,41571.3,1.10731,0.56214,0.93093,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
125,41915.5,1.10512,0.56042,0.92973,0,0,0,0,0,0,0,0.001816,0.001816,0.001816
126,42255.3,1.10569,0.56018,0.93109,0,0,0,0,0,0,0,0.00175,0.00175,0.00175
127,42591.6,1.09118,0.54906,0.92905,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
128,42933.3,1.0909,0.5483,0.92877,0,0,0,0,0,0,0,0.001618,0.001618,0.001618
129,43285.9,1.09077,0.54971,0.92699,0,0,0,0,0,0,0,0.001552,0.001552,0.001552
130,43636.8,1.07625,0.54593,0.92411,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
131,43989.3,1.08152,0.55005,0.92564,0,0,0,0,0,0,0,0.00142,0.00142,0.00142
132,44336.1,1.07312,0.54071,0.92361,0,0,0,0,0,0,0,0.001354,0.001354,0.001354
133,44681.7,1.07345,0.54022,0.92356,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
134,45033.2,1.06646,0.53689,0.92234,0,0,0,0,0,0,0,0.001222,0.001222,0.001222
135,45387.9,1.06068,0.53444,0.92146,0,0,0,0,0,0,0,0.001156,0.001156,0.001156
136,45744.8,1.06251,0.53061,0.92245,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
137,46086.7,1.05485,0.53401,0.92004,0,0,0,0,0,0,0,0.001024,0.001024,0.001024
138,46427.2,1.03925,0.52505,0.91595,0,0,0,0,0,0,0,0.000958,0.000958,0.000958
139,46769.8,1.04398,0.5263,0.91775,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
140,47103.6,1.02997,0.51805,0.91555,0,0,0,0,0,0,0,0.000826,0.000826,0.000826
141,47428.2,0.99282,0.47358,0.91649,0,0,0,0,0,0,0,0.00076,0.00076,0.00076
142,47755.2,0.9653,0.45879,0.90884,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
143,48075.4,0.95608,0.45192,0.90643,0,0,0,0,0,0,0,0.000628,0.000628,0.000628
144,48395.8,0.94817,0.44928,0.90497,0,0,0,0,0,0,0,0.000562,0.000562,0.000562
145,48714.9,0.944,0.44572,0.90309,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
146,49034.1,0.93473,0.4427,0.9025,0,0,0,0,0,0,0,0.00043,0.00043,0.00043
147,49354.1,0.92849,0.44154,0.90008,0,0,0,0,0,0,0,0.000364,0.000364,0.000364
148,49680.3,0.92342,0.43659,0.89716,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
149,50004.4,0.91231,0.43283,0.8966,0,0,0,0,0,0,0,0.000232,0.000232,0.000232
150,50492.3,0.91139,0.43126,0.89641,0.97382,0.97408,0.9844,0.75136,0.93674,0.46132,0.87941,0.000166,0.000166,0.000166
