epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,10249.4,1.54127,0.84138,1.00937,0,0,0,0,0,0,0,0.002971,0.002971,0.002971
73,10382.8,1.53805,0.84302,1.00898,0,0,0,0,0,0,0,0.002872,0.002872,0.002872
74,10543.7,1.55394,0.84373,1.01324,0,0,0,0,0,0,0,0.002773,0.002773,0.002773
75,10677.5,1.53943,0.83733,1.00434,0,0,0,0,0,0,0,0.002674,0.002674,0.002674
76,10814.2,1.53377,0.83945,1.00317,0,0,0,0,0,0,0,0.002575,0.002575,0.002575
77,10968.9,1.52403,0.82562,1.00178,0,0,0,0,0,0,0,0.002476,0.002476,0.002476
78,11101.2,1.52189,0.8324,0.99804,0,0,0,0,0,0,0,0.002377,0.002377,0.002377
79,11244.8,1.51776,0.82528,0.99892,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
80,11385.7,1.50438,0.8181,1.00254,0,0,0,0,0,0,0,0.002179,0.002179,0.002179
81,11518.3,1.51235,0.81732,0.99734,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
82,11664.4,1.50675,0.80943,0.99647,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
83,11796.8,1.50017,0.80299,0.99525,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
84,11949.6,1.4912,0.79859,0.99435,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
85,12101.7,1.50128,0.80459,0.99355,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
86,12232.4,1.47741,0.79787,0.98683,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
87,12387.2,1.47196,0.78886,0.9877,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
88,12522.8,1.47756,0.7863,0.98898,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
89,12659.5,1.46384,0.78756,0.99217,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
90,12818.2,1.45922,0.78333,0.98294,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
91,12939.2,1.41652,0.73371,0.98393,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
92,13079.3,1.39966,0.71712,0.98033,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
93,13210.3,1.3878,0.71093,0.97691,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
94,13330.9,1.37649,0.70179,0.97495,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
95,13482.7,1.3662,0.69635,0.97532,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
96,13630.8,1.35988,0.69331,0.97068,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
97,13765.9,1.35464,0.69051,0.97213,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
98,13884,1.35071,0.68205,0.96504,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
99,14018,1.34434,0.68054,0.96792,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
100,14170.3,1.33589,0.67908,0.9649,0.52597,0.52366,0.48039,0.23264,1.81066,2.30505,0.9482,0.000199,0.000199,0.000199
