epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,18997.8,1.47112,0.78924,1.03153,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
59,19322.7,1.47657,0.78608,1.03204,0,0,0,0,0,0,0,0.006172,0.006172,0.006172
60,19641.4,1.46599,0.77865,1.02851,0,0,0,0,0,0,0,0.006106,0.006106,0.006106
61,19961.6,1.46556,0.77789,1.02723,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
62,20271.8,1.46577,0.78383,1.02661,0,0,0,0,0,0,0,0.005974,0.005974,0.005974
63,20597.6,1.46257,0.77794,1.0272,0,0,0,0,0,0,0,0.005908,0.005908,0.005908
64,20925.7,1.45378,0.77377,1.02598,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
65,21252.5,1.45656,0.77272,1.02176,0,0,0,0,0,0,0,0.005776,0.005776,0.005776
66,21581.6,1.44405,0.76307,1.02291,0,0,0,0,0,0,0,0.00571,0.00571,0.00571
67,21916,1.45224,0.7641,1.02477,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
68,22248.1,1.45119,0.76553,1.02418,0,0,0,0,0,0,0,0.005578,0.005578,0.005578
69,22574.6,1.43867,0.7583,1.02074,0,0,0,0,0,0,0,0.005512,0.005512,0.005512
70,22908.9,1.43247,0.75898,1.01758,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
71,23234.4,1.42721,0.75204,1.01261,0,0,0,0,0,0,0,0.00538,0.00538,0.00538
72,23560.7,1.42696,0.7507,1.01794,0,0,0,0,0,0,0,0.005314,0.005314,0.005314
73,23887.2,1.42817,0.7537,1.01539,0,0,0,0,0,0,0,0.005248,0.005248,0.005248
74,24210.6,1.40904,0.74235,1.01172,0,0,0,0,0,0,0,0.005182,0.005182,0.005182
75,24531,1.41414,0.73592,1.01169,0,0,0,0,0,0,0,0.005116,0.005116,0.005116
76,24858.1,1.41042,0.74137,1.00988,0,0,0,0,0,0,0,0.00505,0.00505,0.00505
77,25181.2,1.4113,0.73454,1.0107,0,0,0,0,0,0,0,0.004984,0.004984,0.004984
78,25509.4,1.40454,0.7389,1.00993,0,0,0,0,0,0,0,0.004918,0.004918,0.004918
79,25835.3,1.39945,0.73002,1.00842,0,0,0,0,0,0,0,0.004852,0.004852,0.004852
80,26158.4,1.39806,0.72895,1.00764,0,0,0,0,0,0,0,0.004786,0.004786,0.004786
81,26488,1.3929,0.72638,1.00735,0,0,0,0,0,0,0,0.00472,0.00472,0.00472
82,26815,1.38286,0.7215,1.00575,0,0,0,0,0,0,0,0.004654,0.004654,0.004654
83,27143.1,1.38653,0.71842,1.00506,0,0,0,0,0,0,0,0.004588,0.004588,0.004588
84,27471.4,1.38058,0.71738,1.00144,0,0,0,0,0,0,0,0.004522,0.004522,0.004522
85,27794.7,1.38254,0.71806,1.00279,0,0,0,0,0,0,0,0.004456,0.004456,0.004456
86,28116,1.37323,0.71296,1.00264,0,0,0,0,0,0,0,0.00439,0.00439,0.00439
87,28439,1.37227,0.71242,1.00246,0,0,0,0,0,0,0,0.004324,0.004324,0.004324
88,28761.8,1.36219,0.70872,0.99641,0,0,0,0,0,0,0,0.004258,0.004258,0.004258
89,29088.6,1.36266,0.70392,0.99766,0,0,0,0,0,0,0,0.004192,0.004192,0.004192
90,29417.8,1.35654,0.69902,0.99543,0,0,0,0,0,0,0,0.004126,0.004126,0.004126
91,29746.9,1.35551,0.70075,0.99846,0,0,0,0,0,0,0,0.00406,0.00406,0.00406
92,30071.7,1.35712,0.69734,0.99565,0,0,0,0,0,0,0,0.003994,0.003994,0.003994
93,30395.7,1.35218,0.69322,0.99599,0,0,0,0,0,0,0,0.003928,0.003928,0.003928
